# The engine refusal table.
# GENERATED by scripts/gen-engine-messages.py; reviewed as a git diff and
# committed. Never hand-add a row: the pytest gate
# (tests/test_engine_messages.py) re-sweeps the engine and fails when this
# file diverges from what src/engine/*.py actually raises.
#
# Engine messages stay ENGLISH at the engine. This table is how the RENDERER
# recognizes one: `message` is matched verbatim (kind=exact) or as a template
# whose {{name}} placeholders capture the interpolated values (kind=pattern),
# and `key` names the catalog entry (engine.<key>) that renders it in the UI
# language. A message NOT in this table passes through verbatim — nothing is
# ever swallowed. Keys are STABLE: rewording a message keeps its key.
key	kind	modules	message
printer.ghostscriptPrintFailed	pattern	printer	Ghostscript print failed: {{v0}}
printer.imageDpiMustBetween	pattern	printer	Image DPI must be between {{MIN_IMAGE_DPI}} and {{MAX_IMAGE_DPI}}, got {{image_dpi}}
printer.imageDpiMustWhole	pattern	printer	Image DPI must be a whole number, got {{image_dpi}}
printer.invalidPageRangeToken	pattern	printer	Invalid page range token: '{{v0}}'
printer.layoutNeedsPaperSize	exact	printer	This layout needs the paper size (sheet_width/sheet_height)
printer.mustBetweenGot	pattern	printer	{{name}} must be between {{lo}} and {{hi}}, got {{value}}
printer.mustNumberGot	pattern	printer	{{name}} must be a number, got {{value}}
printer.mustTrueFalseGot	pattern	printer	{{name}} must be true or false, got {{value}}
printer.pageBeyondDocumentPage	pattern	printer	Page {{end}} is beyond the document ({{page_count}} pages in total)
printer.pageNumbersBased	pattern	printer	Page numbers are 1-based: '{{token}}'
printer.pageSelectionEmptyPages	exact	printer	The page selection is empty (no pages match)
printer.perSheetMustGot	pattern	printer	{{label}} per sheet must be 1-8, got {{v}}
printer.previewDpiMustGot	pattern	printer	Preview DPI must be 18-300, got {{dpi}}
printer.previewNeedsPaperSize	exact	printer	Preview needs the paper size (sheet_width/sheet_height)
printer.previewPageCapMust	pattern	printer	Preview page cap must be 1-{{PREVIEW_MAX_PAGES}}, got {{max_pages}}
printer.printJobTimedOut	pattern	printer	Print job timed out after {{JOB_TIMEOUT_S}}s — the printer driver did not respond
printer.printerSpecified	exact	printer	No printer specified
printer.unknownExpectedOne	pattern	printer	Unknown {{name}} {{value}} (expected one of {{v2}})
printer.unknownPaperId	pattern	printer	Unknown paper id {{paper}}
printer.unknownPrinter	pattern	printer	Unknown printer: '{{printer}}'
printer_marks.addingPrinterMarksWould	pattern	printer_marks	Adding printer marks would make page {{index}} larger than the 14400-point page limit.
printer_marks.markOffsetMustZero	exact	printer_marks	Mark offset must be zero or more and mark length must be positive.
printer_marks.markStyleMustOne	pattern	printer_marks	Mark style must be one of {{styles}}.
printer_marks.markWeightMustOne	pattern	printer_marks	Mark weight must be one of {{weights}}.
printer_marks.pageInformationNeedsEmbedded	exact	printer_marks	Page information needs an embedded font and no font directory is available.
printer_marks.printerMark	pattern	printer_marks	{{kind}} is not a printer mark.
pubkey_crypt.couldReadCheckFile	pattern	pubkey_crypt	Could not read {{v0}} — check the file and its password.
pubkey_crypt.keyDoesMatchAny	pattern	pubkey_crypt	The key in {{v0}} does not match any recipient of this document.
pubkey_crypt.leastOneRecipientCertificate	exact	pubkey_crypt	At least one recipient certificate is required.
pubkey_crypt.readableXCertificatePem	pattern	pubkey_crypt	{{v0}} is not a readable X.509 certificate (PEM or DER).
read_aloud.nothingPageStructureTree	exact	read_aloud	nothing on this page is in the structure tree
read_aloud.pageContentOutsideStructure	exact	read_aloud	page content outside the structure tree
read_aloud.tagged	exact	read_aloud	not tagged
rebuild.ghostscriptRebuildFailed	pattern	rebuild	Ghostscript rebuild failed: {{stderr}}
recognize.couldRenderPageOcr	pattern	recognize	Could not render page {{page}} for OCR: {{detail}}
recognize.invalidRecognitionLanguage	pattern	recognize	Invalid recognition language: {{lang}}
recognize.ocrEngineAvailableTesseract	pattern	recognize	The OCR engine is not available: no tesseract.exe at {{v0}}. Run scripts/bundle-tesseract.ps1.
recognize.ocrFailedPage	pattern	recognize	OCR failed on page {{page}}: {{detail}}
recognize.ocrFailedPageImage	pattern	recognize	OCR failed on the page image: {{detail}}
recognize.ocrProducedWordBoxes	exact	recognize	OCR produced no word boxes: tessdata/configs/tsv is missing from the vendored Tesseract. Re-run scripts/bundle-tesseract.ps1.
recognize.ocrRasteriserDidProduce	exact	recognize	OCR rasteriser did not produce a PNG
recognize.ocrRasteriserProducedZero	exact	recognize	OCR rasteriser produced a zero-sized page image
recognize.pageMustBased	exact	recognize	page must be 1-based
recognize.recognitionInputReadableImage	exact	recognize	Recognition input is not a readable image
recognize.recognitionLanguageInstalled	pattern	recognize	Recognition language is not installed: {{code}}
recognize.tessdataBesideRunScripts	pattern	enhance_scan,recognize	No tessdata beside {{exe}}; run scripts/bundle-tesseract.ps1.
recover.cannotOpenFileRecovery	pattern	recover	Cannot open file for recovery: {{e}}. File may be completely unreadable.
recover.pagesCouldRecoveredFile	exact	recover	No pages could be recovered. File is completely unreadable.
recover.pdfEncryptedDecryptBefore	exact	recover	PDF is encrypted -- decrypt before recovery
redact.alignMustLeftCentred	exact	redact	align must be 0 (left), 1 (centred) or 2 (right)
redact.fontSizeMustNegative	exact	redact	font size must not be negative
redact.overlayTextNeedsEmbedded	exact	redact	this overlay text needs an embedded font and no font directory was given
redact_marks.redactionMarkSDocument	pattern	redact_marks	{{count}} redaction mark(s) in this document cannot be read (page(s) {{location}}). A mark whose annotation or /Rect will not resolve is neither shown nor applied, so redacting now would leave marked content in place. Repair the document first.
repair.pdfEncryptedDecryptBefore	exact	repair	PDF is encrypted -- decrypt before repairing
repair.pdfTooDamagedTier	pattern	repair	PDF is too damaged for Tier 1 repair: {{e2}}. Try 'rebuild' (Tier 2) or 'recover' (Tier 3).
rtl_text.textContainsDirectionalFormatting	exact	rtl_text	text contains directional formatting characters that cannot be laid out
sanitize.auditCouldReadDocument	pattern	sanitize	The audit could not read {{v0}}, so this document cannot be sanitized: {{v1}}
sanitize.auditCouldReadPage	pattern	sanitize	The audit could not read {{v0}} on page {{v1}}, so this document cannot be sanitized: {{v2}}
sanitize.chooseLeastOneCategory	exact	sanitize	Choose at least one category to remove — sanitize never removes everything by default.
sanitize.documentContainsXmlForm	exact	sanitize	This document contains an XML form (XFA). Removing its fields would leave the XFA packet describing a form the document no longer has, so form_fields cannot be sanitized here. Flatten the form with another tool first.
sanitize.formFieldsModeMust	exact	sanitize	form_fields_mode must be 'remove' or 'flatten'.
sanitize.reportedNeverRemovedTake	pattern	sanitize	{{name}} is reported and never removed — take it out of the selection.
sanitize.unknownCategoryCategories	pattern	sanitize	Unknown category {{name}}. The categories are: {{v1}}.
search_redact.documentCertifiedAllowChanges	exact	search_redact	this document is certified to allow no changes, so redacting it would produce a file that reports as illegally modified
search_redact.documentSignedEditInvalidates	exact	search_redact	this document is signed and this edit invalidates its signatures -- the run must state that signed documents are included before it will touch one
search_redact.searchCouldCompiled	pattern	search_redact	the search could not be compiled: {{v0}}
search_redact.unknownRedactionProperty	pattern	search_redact	unknown redaction property: {{v0}}
search_regions.expandMustMatchWord	exact	search_regions	expand must be "match", "word" or "line"
search_regions.giveSearchTermWord	exact	search_regions	give a search term, a word list or a built-in pattern — searching for nothing would mark every page
search_regions.maxHitsMustPositive	exact	search_regions	max_hits must be a positive number
search_regions.pagesMustListPage	exact	enhance_scan,form_detect,search_regions,slide_export,table_export,text_export	pages must be a list of page numbers or "all"
separations.ghostscriptFoldedSpotColours	pattern	separations	Ghostscript folded {{n}} spot colours into process; raise the spot limit or reduce the document's spots.
separations.ghostscriptSeparationRenderFailed	pattern	separations	Ghostscript separation render failed: {{v0}}
separations.pageDocument	pattern	flattener,object_inspector,outlines,separations	Page {{number}} is not in this document.
separations.pageUsesColourSpace	pattern	separations	Page {{page}} uses a colour space this engine cannot read, so the inks on it cannot all be established: {{detail}}
separations.pageUsesSpotColours	pattern	separations	This page uses {{n}} spot colours; separation preview supports {{limit}}.
separations.separationOutputDidMatch	exact	separations	Separation output did not match the document's inks — the preview cannot be trusted.
separations.separationPlatesPageLonger	exact	separations	The separation plates for this page are no longer available.
shaping.fontSVerticalForm	pattern	shaping	this font's vertical form of {{name}} has no advance
shaping.shapingFontCannotExpress	pattern	shaping	the shaping font cannot express {{text}}
signatures.certificatesFoundTrustRoot	pattern	signatures	no certificates found in trust root: {{p}}
signatures.certificationLevelAppliesOnly	exact	signatures	A certification level applies only to a certification signature. Certify the document, or leave the level unset.
signatures.certificationSignatureMustFirst	exact	signatures	A certification signature must be the first signature in a document, and this document could not accept one.
signatures.chooseOnePlacementFill	exact	signatures	Choose ONE placement: fill an existing signature field, or place a new visible stamp.
signatures.chooseOneSignerSource	exact	signatures	Choose ONE signer source: a .pfx file, a PEM key + certificate, a PKCS#11 token, a certificate from the Windows certificate store, or a credential at a signing service.
signatures.couldLoadSignerWrong	exact	signatures	Could not load the signer — wrong key passphrase, no certificate matching the key, or an unsupported/corrupt key or certificate file.
signatures.couldLoadSignerWrong2	exact	signatures	Could not load the signer — wrong password, or an unsupported/corrupt .pfx.
signatures.documentAlreadyCarriesSignature	pattern	signatures	This document already carries {{signature_count}} signature(s), the first in field "{{first_field}}". A certification signature must be the first signature in a document.
signatures.documentAlreadyCertifiedLevel	pattern	signatures	This document is already certified at level "{{existing_level}}". A document can carry at most one certification signature.
signatures.documentCertifiedChangesAllowed	exact	signatures	This document is certified with no changes allowed, so it cannot be signed again. Save a copy and sign that instead.
signatures.documentCouldSignedOwn	exact	signatures	This document could not be signed — its own signature policy forbids the change.
signatures.documentFormFieldNamed	pattern	fieldmdp	This document has no form field named "{{v0}}", so that field cannot be locked.
signatures.embeddingRevocationInfoLtv	exact	signatures	Embedding revocation info (LTV) requires PAdES mode.
signatures.emptySignatureFieldNamed	pattern	signatures	No empty signature field named "{{field_name}}" exists in this PDF.
signatures.fieldLockCoveringEvery	exact	fieldmdp	A field lock covering every form field takes no field names.
signatures.fieldLockTypeNeeds	pattern	fieldmdp	A field lock of type "{{lock}}" needs at least one field name.
signatures.fieldNamesLockApply	exact	fieldmdp	Field names to lock apply only to a field lock. Choose what the signature locks, or leave the names unset.
signatures.fileAlreadyExistsChoose	exact	signatures	That file already exists. Choose a different name, or explicitly allow overwriting.
signatures.invalidSignatureAppearanceExpected	exact	signatures	Invalid signature appearance: expected {page, rect:[x0,y0,x1,y1]}.
signatures.invalidSignatureAppearancePage	pattern	signatures	Invalid signature appearance: page {{page}} is out of range (1-{{page_count}}).
signatures.invalidSignatureAppearanceRectangle	exact	signatures	Invalid signature appearance: the rectangle is empty.
signatures.padesBLtaRequires	exact	signatures	PAdES B-LTA requires PAdES mode.
signatures.padesBLtaRequires2	exact	signatures	PAdES B-LTA requires a timestamp server (TSA URL).
signatures.passwordRequiredPfxWill	exact	signatures	A password is required — the .pfx will contain a private key.
signatures.pemSignerNeedsBoth	exact	signatures	A PEM signer needs both the key file and the certificate file.
signatures.pkcsModuleFoundGiven	exact	signatures	PKCS#11 module not found at the given path.
signatures.pkcsSignerNeedsModule	exact	signatures	A PKCS#11 signer needs the module path, the token label, and the certificate label.
signatures.signatureDocumentGivenDoes	exact	signatures	The signature this document was given does not verify against its own bytes, so it was not written. The signing key produced a signature this document cannot carry.
signatures.signatureFieldAlreadyLocks	pattern	signatures	Signature field "{{field_name}}" already locks form fields on its own terms, and a signature cannot replace that. Sign it as it stands, or use a different field.
signatures.signatureFieldAlreadySigned	pattern	signatures	Signature field "{{field_name}}" is already signed.
signatures.signedOutputMustDifferent	exact	signatures	The signed output must be a different file from the input.
signatures.signerCertificateFileFound	exact	signatures	Signer certificate file not found.
signatures.signerFilePfxFound	exact	signatures	Signer file (.pfx) not found.
signatures.signerGivenProvidePfx	exact	signatures	No signer given — provide a .pfx file, a PEM key + certificate, a PKCS#11 token, a certificate from the Windows certificate store, or a credential at a signing service.
signatures.signerKeyFileFound	exact	signatures	Signer key file not found.
signatures.signerNameCommonName	exact	signatures	A signer name (common name) is required.
signatures.signingCancelledWindowsGiven	exact	signatures	Signing was cancelled — Windows was not given permission to use the key.
signatures.trustRootFound	pattern	signatures	trust root not found: {{p}}
signatures.unknownCertificationLevelChoose	pattern	signatures	Unknown certification level "{{certify_level}}". Choose none, form-fill, or annotate.
signatures.unknownFieldLockChoose	pattern	fieldmdp	Unknown field lock "{{lock}}". Choose all, include, or exclude.
signatures.validityMustBetweenDay	exact	signatures	Validity must be between 1 day and 20 years.
signatures.windowsCertificateStoreAvailable	exact	signatures	The Windows certificate store is not available on this system.
slide_export.couldRenderPageSlide	pattern	slide_export	Could not render page {{page_number}} for a slide: {{detail}}
slide_export.presentationWrittenSlideS	pattern	slide_export	the presentation was written with {{slides}} slide(s) for {{v1}} exported page(s), so it does not carry the document
slide_export.unknownSlideSizeChoose	pattern	slide_export	unknown slide size {{slide_size}} (choose page, 16:9 or 4:3)
soffice.documentPasswordProtectedCannot	pattern	soffice	the document is password-protected and cannot be converted without its password: {{src}}
soffice.libreofficeAvailable	pattern	soffice	LibreOffice is not available at {{soffice_path}}
soffice.libreofficeCannotConvertAccepted	pattern	soffice	LibreOffice cannot convert {{v0}} (accepted: {{v1}})
soffice.libreofficeProducedPdfCannot	pattern	soffice	LibreOffice produced a PDF that cannot be read: {{exc}}
soffice.libreofficeReportedSuccessPdf	exact	soffice	LibreOffice reported success but the PDF it wrote has no pages
soft_proof.colorantConvertsWhichSpace	pattern	soft_proof	the colorant {{name}} converts to {{alternate}}, which is not a space this proof can describe
soft_proof.documentSOutputIntent	pattern	soft_proof	this document's output intent names {{identifier}} but embeds no profile, so there is nothing to proof against
soft_proof.fileColourProfileEngine	pattern	soft_proof	that file is not a colour profile this engine can read: {{detail}}
soft_proof.processPlateShowingThere	exact	soft_proof	no process plate is showing, so there is nothing for the press profile to describe
soft_proof.profileDescribesDevicePrinting	pattern	soft_proof	that profile describes a {{space}} device, not a printing press
spelling.dictionaryAffFileDic	exact	spelling	A dictionary is an .aff file and a .dic file.
spelling.dictionaryAlreadyBeenAdded	pattern	spelling	A {{name}} dictionary has already been added.
spelling.dictionaryAlreadyShipsApp	pattern	spelling	A {{name}} dictionary already ships with the app.
spelling.dictionaryCouldRead	pattern	spelling	That dictionary could not be read: {{exc}}
spelling.dictionaryCouldRead2	pattern	spelling	The {{language}} dictionary could not be read: {{exc}}
spelling.documentNothingSpellCheck	exact	spelling	This document has nothing to spell-check.
spelling.fileFound	pattern	spelling	file not found: {{aff}}
spelling.finnishDictionaryCouldRead	pattern	spelling	The Finnish dictionary could not be read: {{exc}}
spelling.finnishSpellingEngineCould	exact	spelling	The Finnish spelling engine could not be loaded: its binding is unreadable.
spelling.finnishSpellingEngineCould2	pattern	spelling	The Finnish spelling engine could not be loaded: {{exc}}
spelling.finnishSpellingEngineIncomplete	pattern	spelling	The Finnish spelling engine is incomplete: {{v0}} is missing.
spelling.spellingDictionary	pattern	spelling	No spelling dictionary for {{language}}.
spelling.unknownSpellCheckSource	pattern	spelling	unknown spell-check source {{v0}} — use text, comments or fields
spelling.usableDictionaryNameUse	pattern	spelling	{{name}} is not a usable dictionary name — use letters, digits and underscores.
spelling.wordSuggest	exact	spelling	No word to suggest for.
split.documentTopLevelBookmarks	exact	split	this document has no top-level bookmarks to split at
split.maximumFileSizeMust	pattern	split	maximum file size must be a number, got {{max_mb}}
split.maximumFileSizeMust2	pattern	split	maximum file size must be greater than 0, got {{max_mb}}
split.pagesPerFileMust	pattern	split	pages per file must be a whole number, got {{every_n}}
split.pagesPerFileMust2	pattern	split	pages per file must be at least 1, got {{every_n}}
split.splitModeMustOne	pattern	split	split mode must be one of {{v0}}, got {{mode}}
split.splitNeedsOutputFolder	exact	split	split needs an output folder
stamp_appearance.chosenSignatureFaceCannot	exact	stamp_appearance	The chosen signature face cannot set that name — choose another face, or draw or import the signature instead.
stamp_appearance.chosenSignatureStrokesDraw	exact	stamp_appearance	The chosen signature has no strokes to draw.
stamp_appearance.chosenSignatureUsableShape	exact	stamp_appearance	The chosen signature has no usable shape — capture or import it again.
stamp_appearance.mustOne	pattern	stamp_appearance	{{what}} must be one of {{v1}}, not "{{value}}".
stamp_appearance.oneSignatureFacesShip	pattern	stamp_appearance	"{{file_name}}" is not one of the signature faces that ship with the app.
stamp_appearance.signatureFaceCouldRead	pattern	stamp_appearance	The signature face "{{file_name}}" could not be read from the app's fonts folder — the installation is incomplete.
stamp_appearance.signatureFileCouldRead	pattern	stamp_appearance	The signature file "{{path}}" could not be read.
stamp_appearance.signatureFileReadablePng	pattern	stamp_appearance	The signature file "{{path}}" is not a readable PNG, JPEG, or exported signature.
stamp_appearance.signatureFileReadableSignature	pattern	stamp_appearance	The signature file "{{path}}" is not a readable signature.
stamp_appearance.signatureStampDoesFit	exact	stamp_appearance	The signature stamp does not fit in that box — make the box bigger, or leave out the image, the signature, or some of the text lines.
stamp_appearance.signatureStampLineChoose	pattern	stamp_appearance	"{{name}}" is not a signature stamp line — choose from {{v1}}.
stamp_appearance.stampImageCouldRead	pattern	stamp_appearance	The stamp image "{{path}}" could not be read — check that the file exists and is a PNG or JPEG.
stamp_appearance.stampImageCouldRead2	exact	stamp_appearance	The stamp image could not be read — it is not a readable PNG or JPEG.
stamp_appearance.stampImageCouldRead3	exact	stamp_appearance	The stamp image could not be read — it is not valid image data.
stamp_appearance.stampImageFileUse	pattern	stamp_appearance	The stamp image is a {{kind}} file — use a PNG or a JPEG.
stamp_appearance.stampImageNeedsFile	exact	stamp_appearance	The stamp image needs a file path or image data.
stamp_appearance.typedSignatureTextSet	exact	stamp_appearance	The typed signature has no text to set.
struct_audit.namespaceDictionaryDeclaresName	exact	struct_audit	the namespace dictionary declares no name
struct_audit.nsEntryNamespaceDictionary	exact	struct_audit	the /NS entry is not a namespace dictionary
struct_fix.headerScopeHeaderCell	pattern	struct_fix,struct_tree	"{{scope}}" is not a header scope; a header cell reads Row, Column or Both.
struct_fix.pathMustNameTable	exact	struct_fix	path must name a table, not the tree root
struct_fix.pathNamesElementDocument	pattern	struct_fix	path {{v0}} names no element in this document's tree
struct_fix.pathNamesElementTagged	pattern	struct_fix	path {{v0}} names an element tagged "{{v1}}", not a table.
struct_fix.tableRowsFirstRow	exact	struct_fix	this table has no rows, so it has no first row to promote.
struct_fix.tableSFirstRow	exact	struct_fix	this table's first row has no cells to promote.
struct_tree.directionMustOneUp	exact	struct_tree	direction must be one of up, down, indent, outdent, to
struct_tree.directionNeedsIndex	exact	struct_tree	direction 'to' needs an index
struct_tree.documentStructureTreeUntagged	exact	struct_fix,struct_tree	document has no structure tree (it is untagged)
struct_tree.indexMustNegative	exact	struct_tree	index must not be negative
struct_tree.pathMustNameElement	exact	struct_tree	path must name an element, not the tree root
struct_tree.pathOutRangeStep	pattern	struct_tree	path {{v0}} is out of range at step {{depth}} (index {{idx}}, node has {{v3}} child tags)
struct_tree.previousSiblingTagNest	exact	struct_tree	no previous sibling tag to nest under
struct_tree.propertiesSet	exact	struct_tree	no properties to set
struct_tree.scopeBelongsThHeader	pattern	struct_tree	/Scope belongs on a TH header cell; this one is tagged "{{tag}}".
struct_tree.summaryBelongsTableElement	pattern	struct_tree	/Summary belongs on a Table element; this one is tagged "{{tag}}".
struct_tree.tagAlreadyAmongSiblings	pattern	struct_tree	the tag is already {{which}} among its siblings
struct_tree.tagAlreadyTopLevel	exact	struct_tree	the tag is already at the top level
struct_tree.typeMustEmpty	exact	struct_tree	type must not be empty
struct_tree.unknownProperties	pattern	struct_tree	unknown properties: {{v0}}
system_fonts.fontFileFound	pattern	system_fonts	font file not found: {{path}}
system_fonts.usableFontFile	pattern	system_fonts	not a usable font file: {{v0}}
table_export.pagesRegionsCannotBoth	exact	table_export	pages and regions cannot both be given: a reviewed table set names its own pages
table_export.tableAcceptedThereNothing	exact	table_export	no table was accepted, so there is nothing to write to a spreadsheet
table_export.tableFoundPageS	pattern	table_export	no table was found on the {{v0}} page(s) analyzed, so there is nothing to write to a spreadsheet
table_export.tablePageArea	pattern	table_export	the table on page {{page_no}} has no area
table_export.tablePageColumnBoundary	pattern	table_export	the table on page {{page_no}} has {{count}} column boundary; a table needs at least two
table_export.tablePageCoversText	pattern	table_export	the table on page {{page_no}} covers no text
table_export.tablePageEmptyArea	pattern	table_export	the table on page {{page_no}} has an empty area
table_export.unknownSheetGroupingChoose	pattern	table_export	unknown sheet grouping {{sheet_per}} (choose table or page)
tag_content.annotationCannotDeclaredArtifact	exact	tag_content	An annotation cannot be declared an artifact: the statement belongs to page content, and an annotation is an object.
tag_content.annotationPageAlreadyStructure	pattern	tag_content	annotation {{index}} on page {{page_no}} is already in the structure tree.
tag_content.annotationPageAnnotations	pattern	tag_content	annotation {{index}} is not on page {{page_no}} (it has {{v2}} annotations)
tag_content.annotationPageReadable	pattern	tag_content	annotation {{index}} on page {{page_no}} is not readable.
tag_content.documentCertifiedAllowChanges	exact	tag_content	this document is certified to allow no changes, so tagging page content would produce a file that reports as illegally modified
tag_content.documentSignedTaggingPage	exact	tag_content	this document is signed and tagging page content invalidates its signatures -- the run must state that signed documents are included before it will touch one
tag_content.documentUntaggedThereStructure	exact	tag_content	This document is untagged, so there is no structure tree to bind content into. Tag it first.
tag_content.eachTargetNamesRun	exact	tag_content	Each target names a "run" or an "annot".
tag_content.nameLeastOneRun	exact	tag_content	Name at least one run or annotation to tag.
tag_content.pageSTextCould	exact	tag_content	this page's text could not be addressed reliably, so nothing was tagged
tag_content.structureTypeBindContent	pattern	tag_content	"{{wanted}}" is not a structure type this can bind content to; use one of the standard types, or Artifact to declare the content decoration.
tag_content.textRunAlreadyInside	pattern	tag_content	text run {{index}} is already inside a tag; retagging bound content is the Tags panel's edit.
tag_content.textRunDrawnInside	pattern	tag_content	text run {{index}} is drawn inside form XObject {{form}}, whose marked content is numbered in its own stream and cannot take a page-scoped tag.
tag_content.textRunPageRuns	pattern	tag_content	text run {{index}} is not on page {{page_no}} (it has {{v2}} runs)
takeoff.outputFolderDoesExist	pattern	takeoff	Output folder does not exist: {{v0}}
text_authoring.boldMustTrueFalse	pattern	text_authoring	bold must be true or false (got {{bold}})
text_authoring.directionalFormattingCharactersCannot	exact	text_authoring	directional formatting characters cannot be laid out in a text box
text_authoring.eachSpanNeedsInteger	exact	text_authoring	each span needs integer start and end
text_authoring.familyMustSerifSans	exact	text_authoring,text_paragraphs	family must be serif, sans, mono, or an installed font file
text_authoring.italicMustTrueFalse	pattern	text_authoring	italic must be true or false (got {{italic}})
text_authoring.kernMustTrueFalse	pattern	text_authoring	kern must be true or false (got {{kern}})
text_authoring.rotateMustNumberDegrees	pattern	text_authoring	rotate must be a number of degrees (got {{rotate}})
text_authoring.rotatedBoxCannotAlso	exact	text_authoring	a rotated box cannot also have a vertical writing mode
text_authoring.scriptMustOneGot	pattern	text_authoring	the script must be one of: {{allowed}} (got {{script}})
text_authoring.smallCapsAlternatesDo	exact	text_authoring	small caps and alternates do not apply to this script
text_authoring.smallCapsAlternatesDo2	exact	text_authoring	small caps and alternates do not apply to vertical text
text_authoring.spanColorMustR	exact	text_authoring	span color must be [r,g,b] in 0..1
text_authoring.spanMustTrueFalse	pattern	text_authoring	span {{key}} must be true or false
text_authoring.spanOutRange	pattern	text_authoring	span [{{start}},{{end}}) is out of range
text_authoring.spanSizeOutRange	exact	text_authoring	span size out of range
text_authoring.spansMustAscendingNon	exact	text_authoring	spans must be ascending and non-overlapping
text_authoring.styleChangeInsideJoined	exact	text_authoring	a style change inside a joined word cannot be drawn — style whole words in this script
text_authoring.tateChuYokoBlock	exact	text_authoring	a tate-chu-yoko block cannot contain joining characters
text_authoring.tateChuYokoBlock2	exact	text_authoring	a tate-chu-yoko block cannot contain spaces
text_authoring.tateChuYokoBlock3	exact	text_authoring	a tate-chu-yoko block cannot share a box with a shaped script
text_authoring.tateChuYokoOnly	exact	text_authoring	tate-chu-yoko only applies inside a vertical column
text_authoring.textAdd	exact	text_authoring	no text to add
text_authoring.textSetsColumnsLeft	exact	text_authoring	this text sets columns left to right — use vertical-lr
text_authoring.textSetsColumnsRight	exact	text_authoring	this text sets columns right to left — use vertical-rl
text_authoring.writingModeMustHorizontal	pattern	text_authoring,watermark	writing_mode must be horizontal, vertical, vertical-rl or vertical-lr (got {{writing_mode}})
text_export.documentTextLayerThere	exact	text_export	this document has no text layer, so there is nothing to export as text -- run OCR on it first to add one
text_export.unknownTextLayoutChoose	pattern	text_export	unknown text layout {{layout}} (choose reading or layout)
text_match.unknownPatternBuiltPatterns	pattern	text_match	unknown pattern {{pattern_id}} — the built-in patterns are: {{known}}
text_paragraphs.boxLeftMustFinite	exact	text_paragraphs	box left must be a finite number
text_paragraphs.boxLeftMustNumber	exact	text_paragraphs	box left must be a number
text_paragraphs.boxLeftRequiresBox	exact	text_paragraphs	box left requires a box width
text_paragraphs.boxWidthMustNumber	exact	text_paragraphs	box width must be a number
text_paragraphs.boxWidthMustPositive	exact	text_paragraphs	box width must be a positive number
text_paragraphs.cannotReLayOut	exact	text_paragraphs	cannot re-lay-out text under a degenerate transform
text_paragraphs.containsTextCannotEdited	pattern	text_paragraphs	contains text that cannot be edited ({{v0}})
text_paragraphs.directionalFormattingCharactersCannot	exact	text_paragraphs	directional formatting characters cannot be re-laid-out in a paragraph
text_paragraphs.editCannotKeepDocument	exact	text_paragraphs	this edit cannot keep the document font — retry, or restyle to another face
text_paragraphs.editDidApplyParagraph	exact	text_paragraphs	edit did not apply (paragraph not found)
text_paragraphs.editSpanOutRange	exact	text_paragraphs	edit span out of range
text_paragraphs.editSpanReferencesRun	exact	text_paragraphs	edit span references a run outside the paragraph
text_paragraphs.editSpansMissing	exact	text_paragraphs	edit spans are missing
text_paragraphs.editSpansMustContiguous	exact	text_paragraphs	edit spans must be contiguous from the start
text_paragraphs.editSpansMustCover	exact	text_paragraphs	edit spans must cover the whole text
text_paragraphs.editedTextEmptyDelete	exact	text_paragraphs	the edited text is empty — delete the paragraph instead of merging
text_paragraphs.editedTextNeedsSpan	exact	text_paragraphs	edited text needs its span map
text_paragraphs.fallbackFontPathRequired	exact	text_paragraphs	fallback font path is required to convert
text_paragraphs.fallbackFontPathRequired2	exact	text_paragraphs	fallback font path is required to restyle
text_paragraphs.fontVerticalFormsPick	exact	text_authoring,text_paragraphs	that font has no vertical forms — pick one that does
text_paragraphs.hardLineBreakCannot	exact	text_paragraphs	a hard line break cannot split a tate-chu-yoko block
text_paragraphs.hardLineBreakCannot2	exact	text_paragraphs	a hard line break cannot preserve a trailing space in this font
text_paragraphs.horizontalBlockInsideColumn	exact	text_paragraphs	a horizontal block inside this column (tate-chu-yoko) does not reflow
text_paragraphs.nextParagraphMerge	exact	text_paragraphs	no next paragraph to merge with
text_paragraphs.pageSTextChanged	exact	text_paragraphs	the page's text changed underneath this edit — reopen the editor
text_paragraphs.paragraphCannotSplitInside	exact	text_paragraphs	a paragraph cannot split inside a ligature
text_paragraphs.paragraphCannotSplitTate	exact	text_paragraphs	a paragraph cannot split a tate-chu-yoko block
text_paragraphs.paragraphCannotWrapWidth	exact	text_paragraphs	the paragraph cannot wrap to that width — a word is wider than the box
text_paragraphs.paragraphCouldJustifiedText	exact	text_paragraphs	this paragraph could be justified text or a tab stop
text_paragraphs.paragraphCrossesDrawingLayers	exact	text_paragraphs	this paragraph crosses drawing layers that disagree about its text direction
text_paragraphs.paragraphIndexOutRange	pattern	text_paragraphs	paragraph index {{paragraph_index}} is out of range (page has {{v1}})
text_paragraphs.paragraphSRightLeft	exact	text_paragraphs	this paragraph's right-to-left order could not be reconstructed
text_paragraphs.paragraphsDifferentContentStreams	exact	text_paragraphs	the paragraphs are in different content streams and cannot merge
text_paragraphs.paragraphsDifferentFormattingCannot	exact	text_paragraphs	the paragraphs have different formatting and cannot merge
text_paragraphs.partParagraphClippedAway	exact	text_paragraphs	part of this paragraph is clipped away on the page
